host,host_name,host_genus,host_authority,AtlanticCanada,CentralCanada,Florida,InlandWestUS,MidwestUS,NorthCentralUS,NortheastUS,NorthernNorthAmerica,NorthwestUS,SoutheastUS,SouthwestUS,WesternCanada
Vaccinium elliottii Chapm.,Vaccinium elliottii,Vaccinium,Chapm.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vaccinium membranaceum Douglas ex Torr.,Vaccinium membranaceum,Vaccinium,Douglas ex Torr.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Vaccinium ovalifolium Sm.,Vaccinium ovalifolium,Vaccinium,Sm.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Vaccinium ovatum Pursh,Vaccinium ovatum,Vaccinium,Pursh,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Vaccinium parvifolium Sm.,Vaccinium parvifolium,Vaccinium,Sm.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Vaccinium scoparium Leiberg ex Coville,Vaccinium scoparium,Vaccinium,Leiberg ex Coville,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Vaccinium stamineum L.,Vaccinium stamineum,Vaccinium,L.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Vaccinium uliginosum L.,Vaccinium uliginosum,Vaccinium,L.,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Vaccinium vitis-idaea L.,Vaccinium vitis-idaea,Vaccinium,L.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Vachellia constricta (Benth.) Seigler & Ebinger,Vachellia constricta,Vachellia,(Benth.) Seigler & Ebinger,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Viburnum acerifolium L.,Viburnum acerifolium,Viburnum,L.,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Viburnum dentatum L. var. dentatum,Viburnum dentatum,Viburnum,L. var. dentatum,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Viburnum dentatum L. var. lucidum Aiton,Viburnum dentatum,Viburnum,L. var. lucidum Aiton,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Viburnum edule (Michx.) Raf.,Viburnum edule,Viburnum,(Michx.) Raf.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Viburnum lantanoides Michx.,Viburnum lantanoides,Viburnum,Michx.,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Viburnum lentago L.,Viburnum lentago,Viburnum,L.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Viburnum nudum L. var. cassinoides (L.) Torr. & A. Gray,Viburnum nudum,Viburnum,L. var. cassinoides (L.) Torr. & A. Gray,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Viburnum obovatum Walter,Viburnum obovatum,Viburnum,Walter,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Viburnum opulus L.,Viburnum opulus,Viburnum,L.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Viburnum opulus L. var. americanum Aiton,Viburnum opulus,Viburnum,L. var. americanum Aiton,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Viburnum prunifolium L.,Viburnum prunifolium,Viburnum,L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Viburnum rafinesqueanum Schult.,Viburnum rafinesqueanum,Viburnum,Schult.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Viburnum recognitum Fernald,Viburnum recognitum,Viburnum,Fernald,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Yucca aloifolia L.,Yucca aloifolia,Yucca,L.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Yucca baccata Torr.,Yucca baccata,Yucca,Torr.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Yucca brevifolia Engelm. var. brevifolia,Yucca brevifolia,Yucca,Engelm. var. brevifolia,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Yucca elata (Engelm.) Engelm.,Yucca elata,Yucca,(Engelm.) Engelm.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Yucca glauca Nutt.,Yucca glauca,Yucca,Nutt.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Yucca whipplei Torr.,Yucca whipplei,Yucca,Torr.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Zenobia pulverulenta (W. Bartram ex Willd.) Pollard,Zenobia pulverulenta,Zenobia,(W. Bartram ex Willd.) Pollard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
